period,respondent,respondent-name,type,type-name,value,value-units
2026-07-08T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,130054,megawatthours
2026-07-08T19,NE,New England,D,Demand,12728,megawatthours
2026-07-08T19,NE,New England,DF,Day-ahead demand forecast,12960,megawatthours
2026-07-08T18,MIDA,Mid-Atlantic,D,Demand,126394,megawatthours
2026-07-08T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,127376,megawatthours
2026-07-08T18,NE,New England,D,Demand,11844,megawatthours
2026-07-08T18,NE,New England,DF,Day-ahead demand forecast,11880,megawatthours
2026-07-08T17,MIDA,Mid-Atlantic,D,Demand,122917,megawatthours
2026-07-08T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,124482,megawatthours
2026-07-08T17,NE,New England,D,Demand,11200,megawatthours
2026-07-08T17,NE,New England,DF,Day-ahead demand forecast,11160,megawatthours
2026-07-08T16,MIDA,Mid-Atlantic,D,Demand,118355,megawatthours
2026-07-08T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,120687,megawatthours
2026-07-08T16,NE,New England,D,Demand,10856,megawatthours
2026-07-08T16,NE,New England,DF,Day-ahead demand forecast,10770,megawatthours
2026-07-08T15,MIDA,Mid-Atlantic,D,Demand,114438,megawatthours
2026-07-08T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,116534,megawatthours
2026-07-08T15,NE,New England,D,Demand,10876,megawatthours
2026-07-08T15,NE,New England,DF,Day-ahead demand forecast,10690,megawatthours
2026-07-08T14,MIDA,Mid-Atlantic,D,Demand,109703,megawatthours
2026-07-08T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,111991,megawatthours
2026-07-08T14,NE,New England,D,Demand,11147,megawatthours
2026-07-08T14,NE,New England,DF,Day-ahead demand forecast,10970,megawatthours
2026-07-08T13,MIDA,Mid-Atlantic,D,Demand,105709,megawatthours
2026-07-08T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107308,megawatthours
2026-07-08T13,NE,New England,D,Demand,11595,megawatthours
2026-07-08T13,NE,New England,DF,Day-ahead demand forecast,11580,megawatthours
2026-07-08T12,MIDA,Mid-Atlantic,D,Demand,101763,megawatthours
2026-07-08T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,102818,megawatthours
2026-07-08T12,NE,New England,D,Demand,12031,megawatthours
2026-07-08T12,NE,New England,DF,Day-ahead demand forecast,12040,megawatthours
2026-07-08T11,MIDA,Mid-Atlantic,D,Demand,96971,megawatthours
2026-07-08T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98438,megawatthours
2026-07-08T11,NE,New England,D,Demand,11854,megawatthours
2026-07-08T11,NE,New England,DF,Day-ahead demand forecast,11770,megawatthours
2026-07-08T10,MIDA,Mid-Atlantic,D,Demand,94436,megawatthours
2026-07-08T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,93808,megawatthours
2026-07-08T10,NE,New England,D,Demand,11689,megawatthours
2026-07-08T10,NE,New England,DF,Day-ahead demand forecast,11130,megawatthours
2026-07-08T09,MIDA,Mid-Atlantic,D,Demand,92450,megawatthours
2026-07-08T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90072,megawatthours
2026-07-08T09,NE,New England,D,Demand,11810,megawatthours
2026-07-08T09,NE,New England,DF,Day-ahead demand forecast,10690,megawatthours
2026-07-08T08,MIDA,Mid-Atlantic,D,Demand,92893,megawatthours
2026-07-08T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88197,megawatthours
2026-07-08T08,NE,New England,D,Demand,11686,megawatthours
2026-07-08T08,NE,New England,DF,Day-ahead demand forecast,10550,megawatthours
2026-07-08T07,MIDA,Mid-Atlantic,D,Demand,95339,megawatthours
2026-07-08T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88663,megawatthours
2026-07-08T07,NE,New England,D,Demand,11834,megawatthours
2026-07-08T07,NE,New England,DF,Day-ahead demand forecast,10730,megawatthours
2026-07-08T06,MIDA,Mid-Atlantic,D,Demand,98816,megawatthours
2026-07-08T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90858,megawatthours
2026-07-08T06,NE,New England,D,Demand,12014,megawatthours
2026-07-08T06,NE,New England,DF,Day-ahead demand forecast,11060,megawatthours
2026-07-08T05,MIDA,Mid-Atlantic,D,Demand,103657,megawatthours
2026-07-08T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94589,megawatthours
2026-07-08T05,NE,New England,D,Demand,12194,megawatthours
2026-07-08T05,NE,New England,DF,Day-ahead demand forecast,11550,megawatthours
2026-07-08T04,MIDA,Mid-Atlantic,D,Demand,108297,megawatthours
2026-07-08T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98458,megawatthours
2026-07-08T04,NE,New England,D,Demand,12400,megawatthours
2026-07-08T04,NE,New England,DF,Day-ahead demand forecast,12670,megawatthours
2026-07-08T03,MIDA,Mid-Atlantic,D,Demand,114190,megawatthours
2026-07-08T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,104667,megawatthours
2026-07-08T03,MIDA,Mid-Atlantic,NG,Net generation,121028,megawatthours
2026-07-08T03,MIDA,Mid-Atlantic,TI,Total interchange,442,megawatthours
2026-07-08T03,NE,New England,D,Demand,13303,megawatthours
2026-07-08T03,NE,New England,DF,Day-ahead demand forecast,13750,megawatthours
2026-07-08T03,NE,New England,NG,Net generation,12972,megawatthours
2026-07-08T03,NE,New England,TI,Total interchange,-331,megawatthours
2026-07-08T02,MIDA,Mid-Atlantic,D,Demand,120635,megawatthours
2026-07-08T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,112010,megawatthours
2026-07-08T02,MIDA,Mid-Atlantic,NG,Net generation,127341,megawatthours
2026-07-08T02,MIDA,Mid-Atlantic,TI,Total interchange,481,megawatthours
2026-07-08T02,NE,New England,D,Demand,14255,megawatthours
2026-07-08T02,NE,New England,DF,Day-ahead demand forecast,14860,megawatthours
2026-07-08T02,NE,New England,NG,Net generation,14131,megawatthours
2026-07-08T02,NE,New England,TI,Total interchange,-124,megawatthours
2026-07-08T01,MIDA,Mid-Atlantic,D,Demand,124504,megawatthours
2026-07-08T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,118630,megawatthours
2026-07-08T01,MIDA,Mid-Atlantic,NG,Net generation,131458,megawatthours
2026-07-08T01,MIDA,Mid-Atlantic,TI,Total interchange,407,megawatthours
2026-07-08T01,NE,New England,D,Demand,14786,megawatthours
2026-07-08T01,NE,New England,DF,Day-ahead demand forecast,15460,megawatthours
2026-07-08T01,NE,New England,NG,Net generation,14911,megawatthours
2026-07-08T01,NE,New England,TI,Total interchange,125,megawatthours
2026-07-08T00,MIDA,Mid-Atlantic,D,Demand,127857,megawatthours
2026-07-08T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,122747,megawatthours
2026-07-08T00,MIDA,Mid-Atlantic,NG,Net generation,133691,megawatthours
2026-07-08T00,MIDA,Mid-Atlantic,TI,Total interchange,393,megawatthours
2026-07-08T00,NE,New England,D,Demand,14950,megawatthours
2026-07-08T00,NE,New England,DF,Day-ahead demand forecast,15650,megawatthours
2026-07-08T00,NE,New England,NG,Net generation,15152,megawatthours
2026-07-08T00,NE,New England,TI,Total interchange,202,megawatthours
2026-07-07T23,MIDA,Mid-Atlantic,D,Demand,130102,megawatthours
2026-07-07T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,125603,megawatthours
2026-07-07T23,MIDA,Mid-Atlantic,NG,Net generation,134601,megawatthours
2026-07-07T23,MIDA,Mid-Atlantic,TI,Total interchange,730,megawatthours
2026-07-07T23,NE,New England,D,Demand,14938,megawatthours
2026-07-07T23,NE,New England,DF,Day-ahead demand forecast,15490,megawatthours
2026-07-07T23,NE,New England,NG,Net generation,15112,megawatthours
2026-07-07T23,NE,New England,TI,Total interchange,174,megawatthours
2026-07-07T22,MIDA,Mid-Atlantic,D,Demand,131066,megawatthours
2026-07-07T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,127566,megawatthours
2026-07-07T22,MIDA,Mid-Atlantic,NG,Net generation,134819,megawatthours
2026-07-07T22,MIDA,Mid-Atlantic,TI,Total interchange,658,megawatthours
2026-07-07T22,NE,New England,D,Demand,14694,megawatthours
2026-07-07T22,NE,New England,DF,Day-ahead demand forecast,15110,megawatthours
2026-07-07T22,NE,New England,NG,Net generation,14962,megawatthours
2026-07-07T22,NE,New England,TI,Total interchange,268,megawatthours
2026-07-07T21,MIDA,Mid-Atlantic,D,Demand,129231,megawatthours
2026-07-07T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,128043,megawatthours
2026-07-07T21,MIDA,Mid-Atlantic,NG,Net generation,132916,megawatthours
2026-07-07T21,MIDA,Mid-Atlantic,TI,Total interchange,504,megawatthours
2026-07-07T21,NE,New England,D,Demand,14283,megawatthours
2026-07-07T21,NE,New England,DF,Day-ahead demand forecast,14470,megawatthours
2026-07-07T21,NE,New England,NG,Net generation,14390,megawatthours
2026-07-07T21,NE,New England,TI,Total interchange,107,megawatthours
2026-07-07T20,MIDA,Mid-Atlantic,D,Demand,126688,megawatthours
2026-07-07T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,127033,megawatthours
2026-07-07T20,MIDA,Mid-Atlantic,NG,Net generation,130926,megawatthours
2026-07-07T20,MIDA,Mid-Atlantic,TI,Total interchange,-30,megawatthours
2026-07-07T20,NE,New England,D,Demand,13986,megawatthours
2026-07-07T20,NE,New England,DF,Day-ahead demand forecast,13970,megawatthours
2026-07-07T20,NE,New England,NG,Net generation,14011,megawatthours
2026-07-07T20,NE,New England,TI,Total interchange,25,megawatthours
2026-07-07T19,MIDA,Mid-Atlantic,D,Demand,124037,megawatthours
2026-07-07T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,125441,megawatthours
2026-07-07T19,MIDA,Mid-Atlantic,NG,Net generation,127834,megawatthours
2026-07-07T19,MIDA,Mid-Atlantic,TI,Total interchange,501,megawatthours
2026-07-07T19,NE,New England,D,Demand,13887,megawatthours
2026-07-07T19,NE,New England,DF,Day-ahead demand forecast,13910,megawatthours
2026-07-07T19,NE,New England,NG,Net generation,13906,megawatthours
2026-07-07T19,NE,New England,TI,Total interchange,19,megawatthours
2026-07-07T18,MIDA,Mid-Atlantic,D,Demand,121306,megawatthours
2026-07-07T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,123936,megawatthours
2026-07-07T18,MIDA,Mid-Atlantic,NG,Net generation,124979,megawatthours
2026-07-07T18,MIDA,Mid-Atlantic,TI,Total interchange,703,megawatthours
2026-07-07T18,NE,New England,D,Demand,13804,megawatthours
2026-07-07T18,NE,New England,DF,Day-ahead demand forecast,13820,megawatthours
2026-07-07T18,NE,New England,NG,Net generation,13679,megawatthours
2026-07-07T18,NE,New England,TI,Total interchange,-125,megawatthours
2026-07-07T17,MIDA,Mid-Atlantic,D,Demand,117708,megawatthours
2026-07-07T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,121914,megawatthours
2026-07-07T17,MIDA,Mid-Atlantic,NG,Net generation,120533,megawatthours
2026-07-07T17,MIDA,Mid-Atlantic,TI,Total interchange,1046,megawatthours
2026-07-07T17,NE,New England,D,Demand,13758,megawatthours
2026-07-07T17,NE,New England,DF,Day-ahead demand forecast,13780,megawatthours
2026-07-07T17,NE,New England,NG,Net generation,13704,megawatthours
2026-07-07T17,NE,New England,TI,Total interchange,-54,megawatthours
2026-07-07T16,MIDA,Mid-Atlantic,D,Demand,113989,megawatthours
2026-07-07T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,118736,megawatthours
2026-07-07T16,MIDA,Mid-Atlantic,NG,Net generation,117599,megawatthours
2026-07-07T16,MIDA,Mid-Atlantic,TI,Total interchange,1002,megawatthours
2026-07-07T16,NE,New England,D,Demand,13655,megawatthours
2026-07-07T16,NE,New England,DF,Day-ahead demand forecast,13660,megawatthours
2026-07-07T16,NE,New England,NG,Net generation,13430,megawatthours
2026-07-07T16,NE,New England,TI,Total interchange,-225,megawatthours
2026-07-07T15,MIDA,Mid-Atlantic,D,Demand,112062,megawatthours
2026-07-07T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,115304,megawatthours
2026-07-07T15,MIDA,Mid-Atlantic,NG,Net generation,116334,megawatthours
2026-07-07T15,MIDA,Mid-Atlantic,TI,Total interchange,982,megawatthours
2026-07-07T15,NE,New England,D,Demand,13607,megawatthours
2026-07-07T15,NE,New England,DF,Day-ahead demand forecast,13610,megawatthours
2026-07-07T15,NE,New England,NG,Net generation,13132,megawatthours
2026-07-07T15,NE,New England,TI,Total interchange,-475,megawatthours
2026-07-07T14,MIDA,Mid-Atlantic,D,Demand,109356,megawatthours
2026-07-07T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,111425,megawatthours
2026-07-07T14,MIDA,Mid-Atlantic,NG,Net generation,114021,megawatthours
2026-07-07T14,MIDA,Mid-Atlantic,TI,Total interchange,1005,megawatthours
2026-07-07T14,NE,New England,D,Demand,13533,megawatthours
2026-07-07T14,NE,New England,DF,Day-ahead demand forecast,13550,megawatthours
2026-07-07T14,NE,New England,NG,Net generation,12734,megawatthours
2026-07-07T14,NE,New England,TI,Total interchange,-799,megawatthours
2026-07-07T13,MIDA,Mid-Atlantic,D,Demand,106130,megawatthours
2026-07-07T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107279,megawatthours
2026-07-07T13,MIDA,Mid-Atlantic,NG,Net generation,109990,megawatthours
2026-07-07T13,MIDA,Mid-Atlantic,TI,Total interchange,898,megawatthours
2026-07-07T13,NE,New England,D,Demand,13528,megawatthours
2026-07-07T13,NE,New England,DF,Day-ahead demand forecast,13550,megawatthours
2026-07-07T13,NE,New England,NG,Net generation,12480,megawatthours
2026-07-07T13,NE,New England,TI,Total interchange,-1048,megawatthours
2026-07-07T12,MIDA,Mid-Atlantic,D,Demand,102963,megawatthours
2026-07-07T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,103461,megawatthours
2026-07-07T12,MIDA,Mid-Atlantic,NG,Net generation,107237,megawatthours
2026-07-07T12,MIDA,Mid-Atlantic,TI,Total interchange,957,megawatthours
2026-07-07T12,NE,New England,D,Demand,13198,megawatthours
2026-07-07T12,NE,New England,DF,Day-ahead demand forecast,13220,megawatthours
2026-07-07T12,NE,New England,NG,Net generation,12395,megawatthours
2026-07-07T12,NE,New England,TI,Total interchange,-803,megawatthours
2026-07-07T11,MIDA,Mid-Atlantic,D,Demand,98628,megawatthours
2026-07-07T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,99458,megawatthours
2026-07-07T11,MIDA,Mid-Atlantic,NG,Net generation,103675,megawatthours
2026-07-07T11,MIDA,Mid-Atlantic,TI,Total interchange,953,megawatthours
2026-07-07T11,NE,New England,D,Demand,12392,megawatthours
2026-07-07T11,NE,New England,DF,Day-ahead demand forecast,12430,megawatthours
2026-07-07T11,NE,New England,NG,Net generation,11687,megawatthours
2026-07-07T11,NE,New England,TI,Total interchange,-705,megawatthours
2026-07-07T10,MIDA,Mid-Atlantic,D,Demand,94834,megawatthours
2026-07-07T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,95097,megawatthours
2026-07-07T10,MIDA,Mid-Atlantic,NG,Net generation,100365,megawatthours
2026-07-07T10,MIDA,Mid-Atlantic,TI,Total interchange,996,megawatthours
2026-07-07T10,NE,New England,D,Demand,11915,megawatthours
2026-07-07T10,NE,New England,DF,Day-ahead demand forecast,11580,megawatthours
2026-07-07T10,NE,New England,NG,Net generation,10971,megawatthours
2026-07-07T10,NE,New England,TI,Total interchange,-944,megawatthours
2026-07-07T09,MIDA,Mid-Atlantic,D,Demand,92685,megawatthours
2026-07-07T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91247,megawatthours
2026-07-07T09,MIDA,Mid-Atlantic,NG,Net generation,98645,megawatthours
2026-07-07T09,MIDA,Mid-Atlantic,TI,Total interchange,765,megawatthours
2026-07-07T09,NE,New England,D,Demand,11969,megawatthours
2026-07-07T09,NE,New England,DF,Day-ahead demand forecast,11050,megawatthours
2026-07-07T09,NE,New England,NG,Net generation,10795,megawatthours
2026-07-07T09,NE,New England,TI,Total interchange,-1174,megawatthours
2026-07-07T08,MIDA,Mid-Atlantic,D,Demand,93460,megawatthours
2026-07-07T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89271,megawatthours
2026-07-07T08,MIDA,Mid-Atlantic,NG,Net generation,99648,megawatthours
2026-07-07T08,MIDA,Mid-Atlantic,TI,Total interchange,714,megawatthours
2026-07-07T08,NE,New England,D,Demand,11880,megawatthours
2026-07-07T08,NE,New England,DF,Day-ahead demand forecast,10900,megawatthours
2026-07-07T08,NE,New England,NG,Net generation,10598,megawatthours
2026-07-07T08,NE,New England,TI,Total interchange,-1282,megawatthours
2026-07-07T07,MIDA,Mid-Atlantic,D,Demand,95837,megawatthours
2026-07-07T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89709,megawatthours
2026-07-07T07,MIDA,Mid-Atlantic,NG,Net generation,102100,megawatthours
2026-07-07T07,MIDA,Mid-Atlantic,TI,Total interchange,5778,megawatthours
2026-07-07T07,NE,New England,D,Demand,12025,megawatthours
2026-07-07T07,NE,New England,DF,Day-ahead demand forecast,11040,megawatthours
2026-07-07T07,NE,New England,NG,Net generation,10755,megawatthours
2026-07-07T07,NE,New England,TI,Total interchange,-1270,megawatthours
2026-07-07T06,MIDA,Mid-Atlantic,D,Demand,98580,megawatthours
2026-07-07T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91966,megawatthours
2026-07-07T06,MIDA,Mid-Atlantic,NG,Net generation,104276,megawatthours
2026-07-07T06,MIDA,Mid-Atlantic,TI,Total interchange,6696,megawatthours
2026-07-07T06,NE,New England,D,Demand,12321,megawatthours
2026-07-07T06,NE,New England,DF,Day-ahead demand forecast,11390,megawatthours
2026-07-07T06,NE,New England,NG,Net generation,11261,megawatthours
2026-07-07T06,NE,New England,TI,Total interchange,-1060,megawatthours
2026-07-07T05,MIDA,Mid-Atlantic,D,Demand,103036,megawatthours
2026-07-07T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,95428,megawatthours
2026-07-07T05,MIDA,Mid-Atlantic,NG,Net generation,108008,megawatthours
2026-07-07T05,MIDA,Mid-Atlantic,TI,Total interchange,7049,megawatthours
2026-07-07T05,NE,New England,D,Demand,12519,megawatthours
2026-07-07T05,NE,New England,DF,Day-ahead demand forecast,11940,megawatthours
2026-07-07T05,NE,New England,NG,Net generation,11835,megawatthours
2026-07-07T05,NE,New England,TI,Total interchange,-684,megawatthours
2026-07-07T04,MIDA,Mid-Atlantic,D,Demand,107537,megawatthours
2026-07-07T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98749,megawatthours
2026-07-07T04,MIDA,Mid-Atlantic,NG,Net generation,114079,megawatthours
2026-07-07T04,MIDA,Mid-Atlantic,TI,Total interchange,479,megawatthours
2026-07-07T04,NE,New England,D,Demand,12830,megawatthours
2026-07-07T04,NE,New England,DF,Day-ahead demand forecast,12820,megawatthours
2026-07-07T04,NE,New England,NG,Net generation,12177,megawatthours
2026-07-07T04,NE,New England,TI,Total interchange,-653,megawatthours
2026-07-07T03,MIDA,Mid-Atlantic,D,Demand,112771,megawatthours
2026-07-07T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,104864,megawatthours
2026-07-07T03,MIDA,Mid-Atlantic,NG,Net generation,120079,megawatthours
2026-07-07T03,MIDA,Mid-Atlantic,TI,Total interchange,342,megawatthours
2026-07-07T03,NE,New England,D,Demand,13805,megawatthours
2026-07-07T03,NE,New England,DF,Day-ahead demand forecast,13920,megawatthours
2026-07-07T03,NE,New England,NG,Net generation,13344,megawatthours
2026-07-07T03,NE,New England,TI,Total interchange,-461,megawatthours
2026-07-07T02,MIDA,Mid-Atlantic,D,Demand,118900,megawatthours
2026-07-07T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,112195,megawatthours
2026-07-07T02,MIDA,Mid-Atlantic,NG,Net generation,126512,megawatthours
2026-07-07T02,MIDA,Mid-Atlantic,TI,Total interchange,142,megawatthours
2026-07-07T02,NE,New England,D,Demand,14766,megawatthours
2026-07-07T02,NE,New England,DF,Day-ahead demand forecast,14960,megawatthours
2026-07-07T02,NE,New England,NG,Net generation,14744,megawatthours
2026-07-07T02,NE,New England,TI,Total interchange,-22,megawatthours
2026-07-07T01,MIDA,Mid-Atlantic,D,Demand,123524,megawatthours
2026-07-07T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,118949,megawatthours
2026-07-07T01,MIDA,Mid-Atlantic,NG,Net generation,128615,megawatthours
2026-07-07T01,MIDA,Mid-Atlantic,TI,Total interchange,388,megawatthours
2026-07-07T01,NE,New England,D,Demand,15349,megawatthours
2026-07-07T01,NE,New England,DF,Day-ahead demand forecast,15600,megawatthours
2026-07-07T01,NE,New England,NG,Net generation,15332,megawatthours
2026-07-07T01,NE,New England,TI,Total interchange,-17,megawatthours
2026-07-07T00,MIDA,Mid-Atlantic,D,Demand,127830,megawatthours
2026-07-07T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,123077,megawatthours
2026-07-07T00,MIDA,Mid-Atlantic,NG,Net generation,132477,megawatthours
2026-07-07T00,MIDA,Mid-Atlantic,TI,Total interchange,128,megawatthours
2026-07-07T00,NE,New England,D,Demand,15561,megawatthours
2026-07-07T00,NE,New England,DF,Day-ahead demand forecast,15830,megawatthours
2026-07-07T00,NE,New England,NG,Net generation,15806,megawatthours
2026-07-07T00,NE,New England,TI,Total interchange,245,megawatthours
2026-07-06T23,MIDA,Mid-Atlantic,D,Demand,130765,megawatthours
2026-07-06T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,126352,megawatthours
2026-07-06T23,MIDA,Mid-Atlantic,NG,Net generation,134760,megawatthours
2026-07-06T23,MIDA,Mid-Atlantic,TI,Total interchange,130,megawatthours
2026-07-06T23,NE,New England,D,Demand,15630,megawatthours
2026-07-06T23,NE,New England,DF,Day-ahead demand forecast,15900,megawatthours
2026-07-06T23,NE,New England,NG,Net generation,16049,megawatthours
2026-07-06T23,NE,New England,TI,Total interchange,419,megawatthours
2026-07-06T22,MIDA,Mid-Atlantic,D,Demand,133046,megawatthours
2026-07-06T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,128968,megawatthours
2026-07-06T22,MIDA,Mid-Atlantic,NG,Net generation,137160,megawatthours
2026-07-06T22,MIDA,Mid-Atlantic,TI,Total interchange,254,megawatthours
2026-07-06T22,NE,New England,D,Demand,15219,megawatthours
2026-07-06T22,NE,New England,DF,Day-ahead demand forecast,15440,megawatthours
2026-07-06T22,NE,New England,NG,Net generation,15567,megawatthours
2026-07-06T22,NE,New England,TI,Total interchange,348,megawatthours
2026-07-06T21,MIDA,Mid-Atlantic,D,Demand,132530,megawatthours
2026-07-06T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,130213,megawatthours
2026-07-06T21,MIDA,Mid-Atlantic,NG,Net generation,137147,megawatthours
2026-07-06T21,MIDA,Mid-Atlantic,TI,Total interchange,534,megawatthours
2026-07-06T21,NE,New England,D,Demand,14681,megawatthours
2026-07-06T21,NE,New England,DF,Day-ahead demand forecast,14620,megawatthours
2026-07-06T21,NE,New England,NG,Net generation,15069,megawatthours
2026-07-06T21,NE,New England,TI,Total interchange,388,megawatthours
2026-07-06T20,MIDA,Mid-Atlantic,D,Demand,131315,megawatthours
2026-07-06T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,129718,megawatthours
2026-07-06T20,MIDA,Mid-Atlantic,NG,Net generation,136176,megawatthours
2026-07-06T20,MIDA,Mid-Atlantic,TI,Total interchange,669,megawatthours
2026-07-06T20,NE,New England,D,Demand,14382,megawatthours
2026-07-06T20,NE,New England,DF,Day-ahead demand forecast,14420,megawatthours
2026-07-06T20,NE,New England,NG,Net generation,15211,megawatthours
2026-07-06T20,NE,New England,TI,Total interchange,829,megawatthours
2026-07-06T19,MIDA,Mid-Atlantic,D,Demand,129449,megawatthours
2026-07-06T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,129083,megawatthours
2026-07-06T19,MIDA,Mid-Atlantic,NG,Net generation,134172,megawatthours
2026-07-06T19,MIDA,Mid-Atlantic,TI,Total interchange,913,megawatthours
2026-07-06T19,NE,New England,D,Demand,14270,megawatthours
2026-07-06T19,NE,New England,DF,Day-ahead demand forecast,14290,megawatthours
2026-07-06T19,NE,New England,NG,Net generation,15226,megawatthours
2026-07-06T19,NE,New England,TI,Total interchange,956,megawatthours
2026-07-06T18,MIDA,Mid-Atlantic,D,Demand,126695,megawatthours
2026-07-06T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,128341,megawatthours
2026-07-06T18,MIDA,Mid-Atlantic,NG,Net generation,131444,megawatthours
2026-07-06T18,MIDA,Mid-Atlantic,TI,Total interchange,1368,megawatthours
2026-07-06T18,NE,New England,D,Demand,14200,megawatthours
2026-07-06T18,NE,New England,DF,Day-ahead demand forecast,14220,megawatthours
